ID,Delivery_person_ID,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,City,Type_of_vehicle,Vehicle_condition,multiple_deliveries,Time_taken (min),city_code,order_date,order_time,pickup_time,order_hour,time_taken_min
0x3195,COIMBRES010DEL02,11.003008,76.97544,11.053009,77.02544,03-03-2022,17:40,17:55,Windy,Medium,Metropolitian,motorcycle,1,1.0,34,COIMB,2022-03-03,17:40:00,17:55:00,17.0,34
0x8c75,INDORES15DEL02,22.760072,75.892574,22.840072,75.972574,06-03-2022,20:45,20:55,Windy,Jam,Metropolitian,motorcycle,0,2.0,41,INDO,2022-03-06,20:45:00,20:55:00,20.0,41
0x9e7d,INDORES08DEL02,22.725748,75.898497,22.745748,75.918497,05-03-2022,09:35,09:50,Sunny,Low,Metropolitian,scooter,1,1.0,12,INDO,2022-03-05,09:35:00,09:50:00,9.0,12
0x1d6e,SURRES010DEL02,21.17106,72.789292,21.22106,72.839292,05-04-2022,22:40,22:45,Cloudy,Low,Metropolitian,electric_scooter,2,0.0,18,SUR,2022-04-05,22:40:00,22:45:00,22.0,18
0x3cab,SURRES010DEL03,21.17106,72.789292,21.23106,72.849292,03-04-2022,19:30,19:35,Sandstorms,Jam,Metropolitian,scooter,1,0.0,29,SUR,2022-04-03,19:30:00,19:35:00,19.0,29
0xdd44,AURGRES17DEL01,19.876994,75.372353,19.916994,75.412353,11-02-2022,12:30,12:35,Windy,High,Metropolitian,motorcycle,0,0.0,29,AURG,2022-02-11,12:30:00,12:35:00,12.0,29
0x688c,INDORES04DEL02,22.753659,75.903365,22.833659,75.983365,06-03-2022,20:45,0.875,Cloudy,Jam,Urban,scooter,2,1.0,40,INDO,2022-03-06,20:45:00,,20.0,40
0x2908,COIMBRES08DEL02,11.001852,76.976268,11.081852,77.056268,06-03-2022,23:50,24:05:00,Stormy,Low,Metropolitian,motorcycle,0,1.0,22,COIMB,2022-03-06,23:50:00,,23.0,22
0x9931,BANGRES06DEL02,12.979096,77.640625,12.999096,77.660625,30-03-2022,10:15,10:25,Fog,Low,Metropolitian,motorcycle,0,1.0,19,BANG,2022-03-30,10:15:00,10:25:00,10.0,19
0x73d7,MUMRES18DEL03,19.1093,72.825451,19.1693,72.885451,30-03-2022,20:50,20:55,Sandstorms,Jam,Metropolitian,motorcycle,1,0.0,34,MUM,2022-03-30,20:50:00,20:55:00,20.0,34
0xa7e9,RANCHIRES07DEL01,23.359407,85.325055,23.399407,85.365055,28-03-2022,14:40,14:45,Sunny,High,Metropolitian,scooter,2,0.0,16,RANCHI,2022-03-28,14:40:00,14:45:00,14.0,16
0xc2e0,KOLRES14DEL03,22.552996,88.35231,22.582996,88.38231,15-02-2022,23:40,23:50,Stormy,Low,Metropolitian,motorcycle,0,1.0,23,KOL,2022-02-15,23:40:00,23:50:00,23.0,23
0x6c49,SURRES20DEL01,21.15276,72.778059,21.26276,72.888059,16-03-2022,17:30,17:35,Sunny,Medium,Metropolitian,motorcycle,2,0.0,16,SUR,2022-03-16,17:30:00,17:35:00,17.0,16
0x8c8e,BANGRES05DEL03,12.970324,77.645748,13.030324,77.705748,05-04-2022,23:55,1,Cloudy,Low,Metropolitian,motorcycle,1,0.0,13,BANG,2022-04-05,23:55:00,,23.0,13
0x9068,MUMRES12DEL01,19.207222,72.972281,19.317222,73.082281,20-03-2022,17:55,0.75,Fog,Medium,Urban,motorcycle,1,1.0,39,MUM,2022-03-20,17:55:00,,17.0,39
0x3757,JAPRES11DEL03,26.90294,75.793007,27.04294,75.933007,06-03-2022,17:30,17:45,Sunny,Medium,Metropolitian,scooter,1,1.0,24,JAP,2022-03-06,17:30:00,17:45:00,17.0,24
0x1bef,INDORES12DEL03,22.74806,75.8934,22.77806,75.9234,05-04-2022,22:35,22:45,Fog,Low,Metropolitian,motorcycle,0,0.0,22,INDO,2022-04-05,22:35:00,22:45:00,22.0,22
0x6106,COIMBRES04DEL02,11.024839,77.007003,11.104839,77.087003,14-03-2022,21:45,21:55,Cloudy,Jam,Metropolitian,scooter,1,0.0,38,COIMB,2022-03-14,21:45:00,21:55:00,21.0,38
0xadd5,SURRES05DEL02,21.175104,72.804342,21.305104,72.934342,02-04-2022,22:20,22:25,Cloudy,Low,Metropolitian,motorcycle,0,1.0,22,SUR,2022-04-02,22:20:00,22:25:00,22.0,22
0x2216,MYSRES17DEL01,12.326356,76.619103,12.366356,76.659103,05-04-2022,15:10,15:15,Windy,Medium,Metropolitian,motorcycle,2,1.0,30,MYS,2022-04-05,15:10:00,15:15:00,15.0,30
0xbcfd,JAPRES12DEL03,26.902908,75.792934,27.042908,75.932934,31-03-2022,17:35,17:40,Cloudy,Medium,Metropolitian,motorcycle,2,0.0,32,JAP,2022-03-31,17:35:00,17:40:00,17.0,32
0x4ea4,SURRES010DEL02,21.17106,72.789292,21.25106,72.869292,04-03-2022,19:35,19:40,Fog,Jam,Metropolitian,scooter,1,1.0,38,SUR,2022-03-04,19:35:00,19:40:00,19.0,38
0x509e,MUMRES05DEL01,18.927584,72.832585,18.997584,72.902585,16-03-2022,20:55,0.875,Cloudy,Jam,Metropolitian,scooter,2,,36,MUM,2022-03-16,20:55:00,,20.0,36
0x1e13,VADRES13DEL01,22.310237,73.158921,22.350237,73.198921,05-03-2022,14:35,14:50,Cloudy,High,Metropolitian,motorcycle,1,2.0,33,VAD,2022-03-05,14:35:00,14:50:00,14.0,33
0x6a30,JAPRES14DEL02,26.88842,75.800689,26.90842,75.820689,03-04-2022,09:25,09:35,Sandstorms,Low,Metropolitian,motorcycle,1,1.0,17,JAP,2022-04-03,09:25:00,09:35:00,9.0,17
0x301c,COIMBRES12DEL02,11.000762,76.981876,11.050762,77.031876,09-03-2022,17:20,17:25,Stormy,Medium,Metropolitian,scooter,1,1.0,29,COIMB,2022-03-09,17:20:00,17:25:00,17.0,29
0xdef6,KNPRES04DEL02,26.471529,80.313458,26.491529,80.333458,11-02-2022,10:10,10:15,Cloudy,Low,Metropolitian,motorcycle,0,1.0,24,KNP,2022-02-11,10:10:00,10:15:00,10.0,24
0xdf2e,KOLRES11DEL03,22.577821,88.400581,22.607821,88.430581,15-02-2022,23:30,23:35,Fog,Low,Metropolitian,motorcycle,0,1.0,21,KOL,2022-02-15,23:30:00,23:35:00,23.0,21
0xa93e,BANGRES05DEL02,12.970324,77.645748,13.050324,77.725748,08-03-2022,22:50,23:05,Fog,Low,Metropolitian,scooter,1,1.0,21,BANG,2022-03-08,22:50:00,23:05:00,22.0,21
0xc9f2,KOCRES14DEL01,10.027014,76.308053,10.037014,76.318053,17-02-2022,08:55,09:10,Stormy,Low,Metropolitian,motorcycle,0,1.0,26,KOC,2022-02-17,08:55:00,09:10:00,8.0,26
0x6e97,HYDRES17DEL02,17.451976,78.385883,17.501976,78.435883,26-03-2022,22:25,22:30,Sunny,Low,Metropolitian,scooter,2,0.0,10,HYD,2022-03-26,22:25:00,22:30:00,22.0,10
0x917e,CHENRES04DEL01,13.02978,80.208812,13.06978,80.248812,05-03-2022,15:30,15:45,Windy,Medium,Metropolitian,motorcycle,0,1.0,15,CHEN,2022-03-05,15:30:00,15:45:00,15.0,15
0x5fae,HYDRES11DEL01,17.430448,78.418213,17.500448,78.488213,04-04-2022,21:55,22:10,Fog,Jam,Metropolitian,scooter,2,1.0,38,HYD,2022-04-04,21:55:00,22:10:00,21.0,38
0x735e,RANCHIRES15DEL01,23.369746,85.33982,23.479746,85.44982,20-03-2022,21:25,21:35,Stormy,Jam,Metropolitian,motorcycle,0,3.0,54,RANCHI,2022-03-20,21:25:00,21:35:00,21.0,54
0xdf00,ALHRES20DEL01,25.454697,81.834492,25.494697,81.874492,13-02-2022,14:40,14:50,Sandstorms,High,Metropolitian,scooter,2,1.0,25,ALH,2022-02-13,14:40:00,14:50:00,14.0,25
0x5e27,INDORES02DEL03,22.651847,75.881991,22.741847,75.971991,14-03-2022,23:25,23:40,Stormy,Low,Metropolitian,motorcycle,0,0.0,15,INDO,2022-03-14,23:25:00,23:40:00,23.0,15
0x5200,MYSRES05DEL02,12.323978,76.627961,12.343978,76.647961,09-03-2022,10:25,10:40,Sandstorms,Low,Metropolitian,motorcycle,0,1.0,23,MYS,2022-03-09,10:25:00,10:40:00,10.0,23
0x15f8,SURRES06DEL01,21.185047,72.80859,21.255047,72.87859,20-03-2022,18:50,0.791666667,Sandstorms,Medium,Metropolitian,motorcycle,2,1.0,20,SUR,2022-03-20,18:50:00,,18.0,20
0x8694,MUMRES18DEL03,19.1093,72.825451,19.1993,72.915451,20-03-2022,20:15,20:30,Stormy,Jam,Metropolitian,motorcycle,2,1.0,22,MUM,2022-03-20,20:15:00,20:30:00,20.0,22
0x9373,SURRES04DEL01,21.173493,72.801953,21.213493,72.841953,01-04-2022,13:55,14:05,Stormy,High,Metropolitian,motorcycle,2,1.0,18,SUR,2022-04-01,13:55:00,14:05:00,13.0,18
0xae2c,MYSRES11DEL03,12.323225,76.630028,12.383225,76.690028,05-04-2022,22:50,23:05,Sandstorms,Low,Metropolitian,motorcycle,0,1.0,25,MYS,2022-04-05,22:50:00,23:05:00,22.0,25
0x2fa4,CHENRES20DEL01,12.975996,80.221898,13.015996,80.261898,03-04-2022,12:45,12:55,Stormy,High,Urban,motorcycle,1,1.0,12,CHEN,2022-04-03,12:45:00,12:55:00,12.0,12
0x91ed,COIMBRES15DEL03,11.006686,76.951736,11.036686,76.981736,30-03-2022,22:10,22:20,Sandstorms,Low,Metropolitian,scooter,2,0.0,29,COIMB,2022-03-30,22:10:00,22:20:00,22.0,29
0x8af8,PUNERES16DEL03,18.536718,73.830327,18.626718,73.920327,06-03-2022,18:15,18:20,Cloudy,Medium,Urban,motorcycle,0,1.0,41,PUNE,2022-03-06,18:15:00,18:20:00,18.0,41
0x3187,COIMBRES04DEL01,11.024839,77.007003,11.034839,77.017003,24-03-2022,11:15,11:25,Windy,High,Urban,scooter,1,1.0,32,COIMB,2022-03-24,11:15:00,11:25:00,11.0,32
0x4cb2,MYSRES19DEL02,12.334022,76.618203,12.414022,76.698203,06-03-2022,17:20,17:35,Cloudy,Medium,Metropolitian,motorcycle,1,0.0,37,MYS,2022-03-06,17:20:00,17:35:00,17.0,37
0xaeef,BANGRES010DEL03,12.933298,77.614293,12.963298,77.644293,13-03-2022,18:10,18:25,Cloudy,Medium,Metropolitian,scooter,2,0.0,15,BANG,2022-03-13,18:10:00,18:25:00,18.0,15
0x9113,CHENRES05DEL02,13.058616,80.264151,13.078616,80.284151,01-03-2022,11:30,11:40,Windy,High,Metropolitian,motorcycle,1,1.0,25,CHEN,2022-03-01,11:30:00,11:40:00,11.0,25
0xb96,CHENRES18DEL01,12.981615,80.231598,13.051615,80.301598,31-03-2022,20:25,20:35,Stormy,Jam,Urban,scooter,1,1.0,24,CHEN,2022-03-31,20:25:00,20:35:00,20.0,24
0x19dd,HYDRES11DEL03,17.430448,78.418213,17.490448,78.478213,03-03-2022,17:40,17:50,Stormy,Medium,Urban,motorcycle,2,0.0,27,HYD,2022-03-03,17:40:00,17:50:00,17.0,27
0x8641,JAPRES17DEL02,26.892312,75.806896,26.942312,75.856896,21-03-2022,19:45,0.833333333,Fog,Jam,Metropolitian,motorcycle,0,1.0,31,JAP,2022-03-21,19:45:00,,19.0,31
0x31b7,CHENRES15DEL03,13.026286,80.275235,13.086286,80.335235,07-03-2022,18:40,18:45,Sandstorms,Medium,Metropolitian,motorcycle,1,1.0,32,CHEN,2022-03-07,18:40:00,18:45:00,18.0,32
0x47fc,CHENRES09DEL01,13.044694,80.26147,13.054694,80.27147,09-03-2022,11:20,11:30,Stormy,High,Metropolitian,electric_scooter,2,1.0,33,CHEN,2022-03-09,11:20:00,11:30:00,11.0,33
0xbb42,MYSRES06DEL01,12.323994,76.626167,12.333994,76.636167,26-03-2022,09:40,09:45,Stormy,Low,Metropolitian,scooter,1,,28,MYS,2022-03-26,09:40:00,09:45:00,9.0,28
0x9db3,CHENRES11DEL02,13.064181,80.236442,13.084181,80.256442,30-03-2022,09:45,09:50,Windy,Low,Metropolitian,electric_scooter,2,1.0,29,CHEN,2022-03-30,09:45:00,09:50:00,9.0,29
0x2e5c,INDORES010DEL02,22.75004,75.902847,22.88004,76.032847,12-03-2022,17:15,17:20,Fog,Medium,Urban,motorcycle,1,1.0,39,INDO,2022-03-12,17:15:00,17:20:00,17.0,39
0xa7d2,JAPRES07DEL02,26.766536,75.837333,26.816536,75.887333,19-03-2022,18:30,18:35,Fog,Medium,Metropolitian,scooter,1,1.0,19,JAP,2022-03-19,18:30:00,18:35:00,18.0,19
0xb80b,SURRES010DEL01,21.17106,72.789292,21.28106,72.899292,20-03-2022,17:55,18:10,Sandstorms,Medium,Urban,motorcycle,0,1.0,48,SUR,2022-03-20,17:55:00,18:10:00,17.0,48
0x868a,PUNERES04DEL02,18.51421,73.838429,18.53421,73.858429,09-03-2022,09:15,09:20,Sunny,Low,Metropolitian,motorcycle,0,0.0,26,PUNE,2022-03-09,09:15:00,09:20:00,9.0,26
0x91db,MYSRES16DEL02,12.316967,76.603067,12.446967,76.733067,16-03-2022,22:35,22:40,Sunny,Low,Metropolitian,motorcycle,2,1.0,16,MYS,2022-03-16,22:35:00,22:40:00,22.0,16
0x7844,HYDRES06DEL02,17.455894,78.375467,17.505894,78.425467,07-03-2022,19:15,19:25,Windy,Jam,Urban,scooter,1,1.0,11,HYD,2022-03-07,19:15:00,19:25:00,19.0,11
0xfde,MYSRES010DEL01,12.321214,76.621094,12.361214,76.661094,15-03-2022,16:45,16:55,Cloudy,Medium,Metropolitian,motorcycle,0,0.0,26,MYS,2022-03-15,16:45:00,16:55:00,16.0,26
0xc2ac,KOCRES07DEL01,9.985697,76.281128,10.055697,76.351128,16-02-2022,20:20,20:30,Stormy,Jam,Metropolitian,motorcycle,1,0.0,26,KOC,2022-02-16,20:20:00,20:30:00,20.0,26
0x4a63,INDORES17DEL01,22.761226,75.887522,22.771226,75.897522,26-03-2022,08:15,08:25,Stormy,Low,Urban,scooter,2,1.0,20,INDO,2022-03-26,08:15:00,08:25:00,8.0,20
0x69bb,MYSRES11DEL01,12.323225,76.630028,12.393225,76.700028,06-03-2022,20:55,21:05,Fog,Jam,Metropolitian,motorcycle,0,0.0,35,MYS,2022-03-06,20:55:00,21:05:00,20.0,35
0x9fa1,COIMBRES14DEL01,11.003681,76.975525,11.013681,76.985525,28-03-2022,08:35,08:40,Sunny,Low,Metropolitian,motorcycle,0,,12,COIMB,2022-03-28,08:35:00,08:40:00,8.0,12
0x1df9,CHENRES20DEL03,12.975996,80.221898,13.035996,80.281898,11-03-2022,19:15,19:20,Sunny,Jam,Urban,motorcycle,1,1.0,17,CHEN,2022-03-11,19:15:00,19:20:00,19.0,17
0x3833,RANCHIRES010DEL02,23.354422,85.3329,23.484422,85.4629,18-03-2022,21:45,21:55,Windy,Jam,Urban,motorcycle,1,1.0,26,RANCHI,2022-03-18,21:45:00,21:55:00,21.0,26
0xc1c0,KOLRES12DEL03,22.551084,88.354127,22.581084,88.384127,11-02-2022,17:30,17:45,Cloudy,Medium,Metropolitian,motorcycle,0,1.0,34,KOL,2022-02-11,17:30:00,17:45:00,17.0,34
0x912,SURRES19DEL01,21.149669,72.772629,21.219669,72.842629,27-03-2022,17:25,17:30,Sunny,Medium,Metropolitian,scooter,1,1.0,27,SUR,2022-03-27,17:25:00,17:30:00,17.0,27
0x4a03,COIMBRES04DEL01,11.024839,77.007003,11.034839,77.017003,30-03-2022,10:55,11:10,Windy,Low,Metropolitian,motorcycle,0,1.0,19,COIMB,2022-03-30,10:55:00,11:10:00,10.0,19
0xe075,ALHRES16DEL03,25.450377,81.834236,25.510377,81.894236,17-02-2022,18:55,19:10,Windy,Medium,Metropolitian,motorcycle,1,0.0,24,ALH,2022-02-17,18:55:00,19:10:00,18.0,24
0xc881,LUDHRES01DEL02,30.873988,75.842739,30.953988,75.922739,14-02-2022,19:35,19:40,Fog,Jam,Metropolitian,electric_scooter,2,1.0,35,LUDH,2022-02-14,19:35:00,19:40:00,19.0,35
0xa307,MUMRES09DEL03,18.994049,72.825203,19.084049,72.915203,08-03-2022,22:40,22:45,Windy,Low,Metropolitian,scooter,2,1.0,19,MUM,2022-03-08,22:40:00,22:45:00,22.0,19
0x105b,BANGRES05DEL03,12.970324,77.645748,13.030324,77.705748,28-03-2022,22:35,22:45,Stormy,Low,Metropolitian,scooter,1,1.0,18,BANG,2022-03-28,22:35:00,22:45:00,22.0,18
0x9049,BANGRES010DEL01,12.933298,77.614293,13.043298,77.724293,02-04-2022,19:25,19:40,Windy,Jam,Metropolitian,motorcycle,1,1.0,26,BANG,2022-04-02,19:25:00,19:40:00,19.0,26
0x9fe7,INDORES010DEL01,22.75004,75.902847,22.79004,75.942847,05-03-2022,14:40,14:50,Stormy,High,Metropolitian,scooter,2,1.0,26,INDO,2022-03-05,14:40:00,14:50:00,14.0,26
0x4435,COIMBRES13DEL03,11.003669,76.976494,11.063669,77.036494,07-03-2022,22:30,22:40,Windy,Low,Urban,motorcycle,0,0.0,25,COIMB,2022-03-07,22:30:00,22:40:00,22.0,25
0x101d,HYDRES02DEL01,17.41233,78.449654,17.42233,78.459654,30-03-2022,10:30,10:35,Sandstorms,Low,Urban,motorcycle,0,1.0,26,HYD,2022-03-30,10:30:00,10:35:00,10.0,26
0xa3fd,SURRES20DEL01,21.15276,72.778059,21.22276,72.848059,23-03-2022,17:55,18:10,Sandstorms,Medium,Metropolitian,motorcycle,1,1.0,21,SUR,2022-03-23,17:55:00,18:10:00,17.0,21
0xbaef,CHENRES11DEL03,13.064181,80.236442,13.124181,80.296442,01-03-2022,23:15,23:20,Sandstorms,Low,Urban,scooter,2,1.0,10,CHEN,2022-03-01,23:15:00,23:20:00,23.0,10
0x33ac,MUMRES19DEL03,19.131141,72.813074,19.221141,72.903074,12-03-2022,22:10,22:15,Fog,Low,Metropolitian,motorcycle,0,1.0,36,MUM,2022-03-12,22:10:00,22:15:00,22.0,36
0x368d,COIMBRES03DEL01,11.025083,77.015393,11.135083,77.125393,02-04-2022,17:50,18:05,Fog,Medium,Metropolitian,motorcycle,1,2.0,38,COIMB,2022-04-02,17:50:00,18:05:00,17.0,38
0x3b43,MUMRES07DEL01,19.091458,72.827808,19.131458,72.867808,05-04-2022,12:35,12:50,Cloudy,High,Metropolitian,scooter,2,1.0,30,MUM,2022-04-05,12:35:00,12:50:00,12.0,30
0x14ae,SURRES06DEL01,21.185047,72.80859,21.195047,72.81859,21-03-2022,11:10,11:25,Sunny,High,Urban,motorcycle,0,1.0,29,SUR,2022-03-21,11:10:00,11:25:00,11.0,29
0x1301,BANGRES17DEL02,12.972532,77.608179,13.052532,77.688179,14-03-2022,18:20,18:35,Sandstorms,Medium,Metropolitian,scooter,1,0.0,16,BANG,2022-03-14,18:20:00,18:35:00,18.0,16
0x581f,MUMRES19DEL02,19.131141,72.813074,19.26114,72.943074,04-03-2022,22:35,22:50,Sandstorms,Low,Metropolitian,scooter,2,0.0,14,MUM,2022-03-04,22:35:00,22:50:00,22.0,14
0x90b3,MYSRES13DEL01,12.310972,76.659264,12.320972,76.669264,26-03-2022,10:45,10:55,Stormy,Low,Urban,scooter,1,0.0,19,MYS,2022-03-26,10:45:00,10:55:00,10.0,19
0x48f9,HYDRES11DEL02,17.430448,78.418213,17.450448,78.438213,24-03-2022,08:40,08:50,Sunny,Low,Urban,scooter,1,0.0,21,HYD,2022-03-24,08:40:00,08:50:00,8.0,21
0x7126,CHENRES06DEL03,13.054347,80.257221,13.144347,80.347221,02-04-2022,18:30,18:35,Sandstorms,Medium,Metropolitian,motorcycle,2,1.0,24,CHEN,2022-04-02,18:30:00,18:35:00,18.0,24
0x76bf,BANGRES08DEL01,12.906229,77.596791,12.916229,77.606791,21-03-2022,11:55,12:05,Sandstorms,High,Metropolitian,electric_scooter,2,0.0,28,BANG,2022-03-21,11:55:00,12:05:00,11.0,28
0xb94,SURRES16DEL01,21.160437,72.774209,21.200437,72.814209,19-03-2022,12:10,12:20,Sandstorms,High,Metropolitian,scooter,2,1.0,30,SUR,2022-03-19,12:10:00,12:20:00,12.0,30
0x1902,INDORES07DEL01,22.722634,75.886959,22.762634,75.926959,05-03-2022,13:45,13:55,Windy,High,Metropolitian,motorcycle,1,1.0,28,INDO,2022-03-05,13:45:00,13:55:00,13.0,28
0x90e9,JAPRES19DEL02,26.913726,75.75282,26.963726,75.80282,09-03-2022,19:55,20:05,Sunny,Jam,Metropolitian,motorcycle,0,1.0,43,JAP,2022-03-09,19:55:00,20:05:00,19.0,43
0x1546,MYSRES010DEL02,12.321214,76.621094,12.451214,76.751094,31-03-2022,20:40,20:45,Sunny,Jam,Metropolitian,motorcycle,0,1.0,18,MYS,2022-03-31,20:40:00,20:45:00,20.0,18
0x4500,COIMBRES010DEL02,11.003008,76.97544,11.083009,77.05544,16-03-2022,22:50,23:05,Windy,Low,Metropolitian,scooter,1,0.0,16,COIMB,2022-03-16,22:50:00,23:05:00,22.0,16
0x27ac,COIMBRES20DEL03,10.994136,76.963303,11.084136,77.053303,18-03-2022,17:45,0.75,Sandstorms,Medium,Metropolitian,motorcycle,0,1.0,44,COIMB,2022-03-18,17:45:00,,17.0,44
0xd3b7,AGRRES12DEL02,27.165108,78.015053,27.245108,78.095053,12-02-2022,22:40,22:50,Fog,Low,Metropolitian,scooter,1,0.0,27,AGR,2022-02-12,22:40:00,22:50:00,22.0,27
0x535d,MYSRES11DEL02,12.323225,76.630028,12.403225,76.710028,12-03-2022,20:35,20:50,Sandstorms,Jam,Metropolitian,motorcycle,2,0.0,29,MYS,2022-03-12,20:35:00,20:50:00,20.0,29
0x5dd8,JAPRES04DEL03,26.902328,75.794257,27.042328,75.934257,16-03-2022,17:55,18:10,Windy,Medium,Metropolitian,motorcycle,1,2.0,35,JAP,2022-03-16,17:55:00,18:10:00,17.0,35
0xa975,HYDRES09DEL03,17.431668,78.408321,17.491668,78.468321,30-03-2022,21:20,21:30,Windy,Jam,Metropolitian,scooter,2,1.0,29,HYD,2022-03-30,21:20:00,21:30:00,21.0,29
0xa325,MYSRES07DEL02,12.325461,76.632278,12.405461,76.712278,08-03-2022,21:55,22:10,Fog,Jam,Metropolitian,electric_scooter,2,0.0,43,MYS,2022-03-08,21:55:00,22:10:00,21.0,43
0x100f,CHENRES09DEL02,13.044694,80.26147,13.124694,80.34147,08-03-2022,22:20,22:35,Sunny,Low,Urban,motorcycle,0,1.0,30,CHEN,2022-03-08,22:20:00,22:35:00,22.0,30
0x2686,COIMBRES14DEL02,11.003681,76.975525,11.083681,77.055525,27-03-2022,22:40,22:45,Fog,Low,Metropolitian,motorcycle,2,1.0,29,COIMB,2022-03-27,22:40:00,22:45:00,22.0,29
0x952f,JAPRES06DEL03,26.911927,75.797282,27.001927,75.887282,27-03-2022,19:50,20:05,Cloudy,Jam,Urban,scooter,1,2.0,38,JAP,2022-03-27,19:50:00,20:05:00,19.0,38
0x19e8,MUMRES06DEL02,19.055831,72.833984,19.185831,72.963984,02-04-2022,19:25,19:40,Windy,Jam,Urban,motorcycle,2,1.0,24,MUM,2022-04-02,19:25:00,19:40:00,19.0,24
0x35e2,HYDRES08DEL03,17.438263,78.397865,17.528263,78.487865,02-04-2022,20:50,21:05,Sandstorms,Jam,Urban,motorcycle,0,0.0,26,HYD,2022-04-02,20:50:00,21:05:00,20.0,26
0x2be3,HYDRES09DEL01,17.431668,78.408321,17.501668,78.478321,02-03-2022,19:15,19:25,Cloudy,Jam,Metropolitian,motorcycle,0,2.0,48,HYD,2022-03-02,19:15:00,19:25:00,19.0,48
0xe39,COIMBRES11DEL02,11.001753,76.986241,11.081753,77.066241,08-03-2022,20:30,20:35,Cloudy,Jam,Metropolitian,motorcycle,0,,46,COIMB,2022-03-08,20:30:00,20:35:00,20.0,46
0xd49a,LUDHRES18DEL01,30.890184,75.829615,31.000184,75.939615,18-02-2022,18:25,18:35,Sandstorms,Medium,Metropolitian,electric_scooter,2,1.0,26,LUDH,2022-02-18,18:25:00,18:35:00,18.0,26
0x9ea2,BANGRES06DEL03,12.979096,77.640625,13.069096,77.730625,06-04-2022,22:15,22:25,Fog,Low,Metropolitian,scooter,2,1.0,31,BANG,2022-04-06,22:15:00,22:25:00,22.0,31
0xde39,KOCRES03DEL02,10.020683,76.310631,10.100683,76.390631,14-02-2022,18:10,18:15,Cloudy,Medium,Metropolitian,motorcycle,0,1.0,39,KOC,2022-02-14,18:10:00,18:15:00,18.0,39
0xbf7,CHENRES13DEL01,13.027018,80.254791,13.037018,80.264791,19-03-2022,09:50,10:05,Fog,Low,Metropolitian,motorcycle,0,0.0,20,CHEN,2022-03-19,09:50:00,10:05:00,9.0,20
0x23f0,MUMRES11DEL01,18.994237,72.825553,19.104237,72.935553,27-03-2022,17:45,0.75,Sandstorms,Medium,Metropolitian,motorcycle,1,1.0,22,MUM,2022-03-27,17:45:00,,17.0,22
0x448e,CHENRES19DEL01,12.986047,80.218114,12.996047,80.228114,21-03-2022,11:10,11:25,Fog,High,Urban,motorcycle,1,1.0,36,CHEN,2022-03-21,11:10:00,11:25:00,11.0,36
0x43e8,COIMBRES04DEL02,11.024839,77.007003,11.154839,77.137003,12-03-2022,18:30,18:40,Sandstorms,Medium,Urban,motorcycle,0,1.0,37,COIMB,2022-03-12,18:30:00,18:40:00,18.0,37
0x2757,VADRES19DEL02,22.311844,73.165081,22.441844,73.295081,23-03-2022,19:50,20:05,Stormy,Jam,Metropolitian,motorcycle,0,1.0,26,VAD,2022-03-23,19:50:00,20:05:00,19.0,26
0x6163,HYDRES18DEL01,17.450851,78.379347,17.490851,78.419347,05-03-2022,12:35,12:50,Sunny,High,Metropolitian,scooter,2,0.0,20,HYD,2022-03-05,12:35:00,12:50:00,12.0,20
0x7851,RANCHIRES20DEL03,23.39925,85.390464,23.45925,85.450464,13-03-2022,20:55,21:10,Sandstorms,Jam,Metropolitian,scooter,2,1.0,33,RANCHI,2022-03-13,20:55:00,21:10:00,20.0,33
0x8669,MYSRES17DEL02,12.326356,76.619103,12.406356,76.699103,20-03-2022,23:15,23:25,Cloudy,Low,Metropolitian,motorcycle,0,0.0,22,MYS,2022-03-20,23:15:00,23:25:00,23.0,22
0x933a,PUNERES07DEL02,18.546947,73.900626,18.566947,73.920626,19-03-2022,10:30,10:35,Cloudy,Low,Metropolitian,scooter,1,1.0,17,PUNE,2022-03-19,10:30:00,10:35:00,10.0,17
0xaa95,COIMBRES05DEL03,11.022169,76.999594,11.112169,77.089594,10-03-2022,19:10,19:20,Cloudy,Jam,Urban,motorcycle,1,1.0,40,COIMB,2022-03-10,19:10:00,19:20:00,19.0,40
0x7914,RANCHIRES06DEL03,23.357804,85.325146,23.417804,85.385146,09-03-2022,22:55,23:05,Sandstorms,Low,Metropolitian,motorcycle,1,0.0,11,RANCHI,2022-03-09,22:55:00,23:05:00,22.0,11
0x2add,CHENRES11DEL03,13.064181,80.236442,13.094181,80.266442,07-03-2022,23:35,23:45,Sandstorms,Low,Metropolitian,scooter,2,0.0,20,CHEN,2022-03-07,23:35:00,23:45:00,23.0,20
0xc4b8,KOCRES01DEL01,9.979363,76.285001,10.019363,76.325001,11-02-2022,16:10,16:15,Fog,Medium,Urban,motorcycle,0,1.0,27,KOC,2022-02-11,16:10:00,16:15:00,16.0,27
0x270f,MYSRES20DEL01,12.337978,76.616792,12.347978,76.626792,01-03-2022,08:20,08:25,Cloudy,Low,Urban,scooter,2,,16,MYS,2022-03-01,08:20:00,08:25:00,8.0,16
